nr;czas;koszt
7;0.0363607;4931
7;0.0373682;4913
7;0.0383563;4868
7;0.0413014;4864
7;0.0419998;4853
7;0.044747;4841
7;0.046024;4699
7;0.0500328;4678
7;0.0541573;4650
7;0.0549689;4631
7;0.0556571;4613
7;0.0582382;4560
7;0.0636845;4546
7;0.0712397;4535
7;0.0721068;4531
7;0.0729047;4487
7;0.0753913;4456
7;0.0763597;4443
7;0.0783121;4421
7;0.083828;4412
7;0.0838783;4405
7;0.0855112;4392
7;0.0861099;4352
7;0.0885931;4335
7;0.0887159;4330
7;0.093594;4325
7;0.0944862;4314
7;0.103953;4267
7;0.117854;4261
7;0.123086;4241
7;0.13056;4227
7;0.133551;4217
7;0.136555;4180
7;0.138904;4174
7;0.140189;4155
7;0.142989;4113
7;0.144538;4109
7;0.149596;4091
7;0.154497;4081
7;0.160834;4014
7;0.166959;4011
7;0.170489;4001
7;0.187069;3966
7;0.193635;3953
7;0.19487;3925
7;0.196698;3895
7;0.19872;3891
7;0.206119;3890
7;0.207603;3888
7;0.227575;3874
7;0.240299;3866
7;0.241189;3860
7;0.249692;3800
7;0.271949;3796
7;0.281583;3788
7;0.281653;3755
7;0.308536;3750
7;0.357385;3734
7;0.362718;3675
7;0.371796;3638
7;0.387907;3635
7;0.39902;3618
7;0.527664;3612
7;0.557531;3611
7;0.575199;3593
7;0.627659;3577
7;0.63507;3566
7;0.664301;3556
7;0.669066;3538
7;0.696339;3535
7;0.720452;3533
7;0.747561;3525
7;0.759633;3506
7;0.759683;3488
7;0.791343;3460
7;0.799275;3440
7;0.827193;3426
7;0.847788;3422
7;1.15283;3408
7;1.16562;3401
7;1.22762;3375
7;1.2803;3356
7;1.2867;3339
7;1.31326;3330
7;1.40035;3316
7;1.40106;3268
7;1.44298;3238
8;7.7666e-05;6987
8;0.00018025;6950
8;0.000283833;6750
8;0.000454333;6710
8;0.000808625;6667
8;0.000962625;6658
8;0.000976666;6654
8;0.000999916;6607
8;0.00122946;6593
8;0.00128863;6559
8;0.00187633;6523
8;0.00216267;6490
8;0.00231596;6430
8;0.00268104;6369
8;0.00278167;6336
8;0.00294375;6335
8;0.00425838;6299
8;0.00427733;6230
8;0.00459558;6191
8;0.00783483;6168
8;0.00912696;6153
8;0.0104476;6146
